,Country,Region,Var,Year,Value
2969,France,Western Europe,Social support,2021,0.942
2970,Gabon,Sub-Saharan Africa,Social support,2021,0.776
2971,Gambia,Sub-Saharan Africa,Social support,2021,0.69
2972,Georgia,Commonwealth of Independent States,Social support,2021,0.671
2973,Germany,Western Europe,Social support,2021,0.903
2974,Ghana,Sub-Saharan Africa,Social support,2021,0.727
2975,Greece,Western Europe,Social support,2021,0.823
2976,Guatemala,Latin America and Caribbean,Social support,2021,0.813
2977,Guinea,Sub-Saharan Africa,Social support,2021,0.639
2978,Haiti,Latin America and Caribbean,Social support,2021,0.54
2979,Honduras,Latin America and Caribbean,Social support,2021,0.812
2980,Hong Kong S.A.R. of China,East Asia,Social support,2021,0.836
2981,Hungary,Central and Eastern Europe,Social support,2021,0.943
2982,Iceland,Western Europe,Social support,2021,0.983
2983,India,South Asia,Social support,2021,0.603
2984,Indonesia,Southeast Asia,Social support,2021,0.811
2985,Iran,Middle East and North Africa,Social support,2021,0.71
2986,Iraq,Middle East and North Africa,Social support,2021,0.746
2987,Ireland,Western Europe,Social support,2021,0.947
2988,Israel,Middle East and North Africa,Social support,2021,0.939
2989,Italy,Western Europe,Social support,2021,0.88
2990,Ivory Coast,Sub-Saharan Africa,Social support,2021,0.644
2991,Jamaica,Latin America and Caribbean,Social support,2021,0.877
2992,Japan,East Asia,Social support,2021,0.884
2993,Jordan,Middle East and North Africa,Social support,2021,0.767
2994,Kazakhstan,Commonwealth of Independent States,Social support,2021,0.952
2995,Kenya,Sub-Saharan Africa,Social support,2021,0.688
2996,Kosovo,Central and Eastern Europe,Social support,2021,0.821
2997,Kuwait,Middle East and North Africa,Social support,2021,0.843
2998,Kyrgyzstan,Commonwealth of Independent States,Social support,2021,0.893
2999,Laos,Southeast Asia,Social support,2021,0.728
3000,Latvia,Central and Eastern Europe,Social support,2021,0.927
3001,Lebanon,Middle East and North Africa,Social support,2021,0.848
3002,Lesotho,Sub-Saharan Africa,Social support,2021,0.787
3003,Liberia,Sub-Saharan Africa,Social support,2021,0.72
3004,Libya,Middle East and North Africa,Social support,2021,0.827
3005,Lithuania,Central and Eastern Europe,Social support,2021,0.935
3006,Luxembourg,Western Europe,Social support,2021,0.908
3007,Macedonia,Central and Eastern Europe,Social support,2021,
3008,Madagascar,Sub-Saharan Africa,Social support,2021,0.686
3009,Malawi,Sub-Saharan Africa,Social support,2021,0.537
3010,Malaysia,Southeast Asia,Social support,2021,0.817
3011,Maldives,South Asia,Social support,2021,0.913
3012,Mali,Sub-Saharan Africa,Social support,2021,0.724
3013,Malta,Western Europe,Social support,2021,0.931
3014,Mauritania,Sub-Saharan Africa,Social support,2021,0.795
3015,Mauritius,Sub-Saharan Africa,Social support,2021,0.905
3016,Mexico,Latin America and Caribbean,Social support,2021,0.831
3017,Moldova,Commonwealth of Independent States,Social support,2021,0.857
3018,Mongolia,East Asia,Social support,2021,0.935
3019,Montenegro,Central and Eastern Europe,Social support,2021,0.858
3020,Morocco,Middle East and North Africa,Social support,2021,0.56
3021,Mozambique,Sub-Saharan Africa,Social support,2021,0.744
3022,Myanmar,Southeast Asia,Social support,2021,0.779
3023,Namibia,Sub-Saharan Africa,Social support,2021,0.818
3024,Nepal,South Asia,Social support,2021,0.774
3025,Netherlands,Western Europe,Social support,2021,0.942
3026,New Zealand,North America and ANZ,Social support,2021,0.948
3027,Nicaragua,Latin America and Caribbean,Social support,2021,0.864
3028,Niger,Sub-Saharan Africa,Social support,2021,0.641
3029,Nigeria,Sub-Saharan Africa,Social support,2021,0.74
3030,North Cyprus,Western Europe,Social support,2021,0.82
3031,North Macedonia,Central and Eastern Europe,Social support,2021,0.805
3032,Norway,Western Europe,Social support,2021,0.954
3033,Pakistan,South Asia,Social support,2021,0.651
3034,Palestinian Territories,Middle East and North Africa,Social support,2021,0.826
3035,Panama,Latin America and Caribbean,Social support,2021,0.896
3036,Paraguay,Latin America and Caribbean,Social support,2021,0.893
3037,Peru,Latin America and Caribbean,Social support,2021,0.832
3038,Philippines,Southeast Asia,Social support,2021,0.83
3039,Poland,Central and Eastern Europe,Social support,2021,0.898
3040,Portugal,Western Europe,Social support,2021,0.879
3041,Romania,Central and Eastern Europe,Social support,2021,0.832
3042,Russia,Commonwealth of Independent States,Social support,2021,0.903
3043,Rwanda,Sub-Saharan Africa,Social support,2021,0.552
3044,Saudi Arabia,Middle East and North Africa,Social support,2021,0.891
3045,Senegal,Sub-Saharan Africa,Social support,2021,0.71
3046,Serbia,Central and Eastern Europe,Social support,2021,0.873
3047,Sierra Leone,Sub-Saharan Africa,Social support,2021,0.63
3048,Singapore,Southeast Asia,Social support,2021,0.915
3049,Slovakia,Central and Eastern Europe,Social support,2021,0.936
3050,Slovenia,Central and Eastern Europe,Social support,2021,0.948
3051,South Africa,Sub-Saharan Africa,Social support,2021,0.86
3052,South Korea,East Asia,Social support,2021,0.799
3053,South Sudan,Sub-Saharan Africa,Social support,2021,
3054,Spain,Western Europe,Social support,2021,0.932
3055,Sri Lanka,South Asia,Social support,2021,0.827
3056,Swaziland,Sub-Saharan Africa,Social support,2021,0.77
3057,Sweden,Western Europe,Social support,2021,0.934
3058,Switzerland,Western Europe,Social support,2021,0.942
3059,Taiwan Province of China,East Asia,Social support,2021,0.898
3060,Tajikistan,Commonwealth of Independent States,Social support,2021,0.86
3061,Tanzania,Sub-Saharan Africa,Social support,2021,0.702
3062,Thailand,Southeast Asia,Social support,2021,0.888
3063,Togo,Sub-Saharan Africa,Social support,2021,0.569
3064,Trinidad and Tobago,Latin America and Caribbean,Social support,2021,
3065,Tunisia,Middle East and North Africa,Social support,2021,0.691
3066,Turkey,Middle East and North Africa,Social support,2021,0.822
3067,Turkmenistan,Commonwealth of Independent States,Social support,2021,0.983
3068,Uganda,Sub-Saharan Africa,Social support,2021,0.781
3069,Ukraine,Commonwealth of Independent States,Social support,2021,0.888
3070,United Arab Emirates,Middle East and North Africa,Social support,2021,0.844
3071,United Kingdom,Western Europe,Social support,2021,0.934
3072,United States,North America and ANZ,Social support,2021,0.92
3073,Uruguay,Latin America and Caribbean,Social support,2021,0.925
3074,Uzbekistan,Commonwealth of Independent States,Social support,2021,0.918
3075,Venezuela,Latin America and Caribbean,Social support,2021,0.861
3076,Vietnam,Southeast Asia,Social support,2021,0.85
3077,Yemen,Middle East and North Africa,Social support,2021,0.832
3078,Zambia,Sub-Saharan Africa,Social support,2021,0.708
3079,Zimbabwe,Sub-Saharan Africa,Social support,2021,0.75
3080,Afghanistan,South Asia,Social support,% Change,-1.5662144038158365
3081,Albania,Central and Eastern Europe,Social support,% Change,3.8639076909922654
3082,Algeria,Middle East and North Africa,Social support,% Change,-0.17241282328473892
3083,Argentina,Latin America and Caribbean,Social support,% Change,-0.28514772292879076
3084,Armenia,Commonwealth of Independent States,Social support,% Change,5.4814123539716695
3085,Australia,North America and ANZ,Social support,% Change,-0.5137951291822926
3086,Austria,Western Europe,Social support,% Change,0.6415772322133019
3087,Azerbaijan,Commonwealth of Independent States,Social support,% Change,2.037294067091212
3088,Bahrain,Middle East and North Africa,Social support,% Change,-1.6365889194886283
3089,Bangladesh,South Asia,Social support,% Change,0.8303601314323207
3090,Belarus,Commonwealth of Independent States,Social support,% Change,0.3587040651870237
3091,Belgium,Western Europe,Social support,% Change,-0.6178517950178698
3092,Benin,Sub-Saharan Africa,Social support,% Change,4.33755252560962
3093,Bolivia,Latin America and Caribbean,Social support,% Change,0.858079120378894
3094,Bosnia and Herzegovina,Central and Eastern Europe,Social support,% Change,4.919881116561036
3095,Botswana,Sub-Saharan Africa,Social support,% Change,0.626120751496362
3096,Brazil,Latin America and Caribbean,Social support,% Change,-1.6419556261429755
3097,Bulgaria,Central and Eastern Europe,Social support,% Change,-0.7293718009740082
3098,Burkina Faso,Sub-Saharan Africa,Social support,% Change,-5.74289652028497
3099,Burundi,Sub-Saharan Africa,Social support,% Change,-0.0664291077091149
3100,Cambodia,Southeast Asia,Social support,% Change,-1.0452527858972513
3101,Cameroon,Sub-Saharan Africa,Social support,% Change,1.3726130220931285
3102,Canada,North America and ANZ,Social support,% Change,-0.12690720748022621
3103,Central African Republic,Sub-Saharan Africa,Social support,% Change,
3104,Chad,Sub-Saharan Africa,Social support,% Change,-2.1170632326380603
3105,Chile,Latin America and Caribbean,Social support,% Change,0.2599033381995184
3106,China,East Asia,Social support,% Change,1.532299803878787
3107,Colombia,Latin America and Caribbean,Social support,% Change,-4.233213413379251
3108,Comoros,Sub-Saharan Africa,Social support,% Change,0.05395145611792364
3109,Congo (Brazzaville),Sub-Saharan Africa,Social support,% Change,-0.6604041663007818
3110,Congo (Kinshasa),Sub-Saharan Africa,Social support,% Change,
3111,Costa Rica,Latin America and Caribbean,Social support,% Change,-1.1697620175190173
3112,Croatia,Central and Eastern Europe,Social support,% Change,5.645431640685129
3113,Cyprus,Western Europe,Social support,% Change,-0.4958136039143356
3114,Czech Republic,Central and Eastern Europe,Social support,% Change,3.5617048709732764
3115,Denmark,Western Europe,Social support,% Change,-0.20824374238140458
3116,Dominican Republic,Latin America and Caribbean,Social support,% Change,-3.2973432686391044
3117,Ecuador,Latin America and Caribbean,Social support,% Change,-1.8434524153663847
3118,Egypt,Middle East and North Africa,Social support,% Change,1.9786823109833591
3119,El Salvador,Latin America and Caribbean,Social support,% Change,-5.46987783887199
3120,Estonia,Central and Eastern Europe,Social support,% Change,0.6707826909326435
3121,Ethiopia,Sub-Saharan Africa,Social support,% Change,2.783861607761958
3122,Finland,Western Europe,Social support,% Change,-0.03455084652403785
3123,France,Western Europe,Social support,% Change,0.5224877192573122
3124,Gabon,Sub-Saharan Africa,Social support,% Change,-1.5087011389140343
3125,Gambia,Sub-Saharan Africa,Social support,% Change,-0.45713258547306374
3126,Georgia,Commonwealth of Independent States,Social support,% Change,6.671664136097377
3127,Germany,Western Europe,Social support,% Change,0.45896709433936944
3128,Ghana,Sub-Saharan Africa,Social support,% Change,-0.21974960021264853
3129,Greece,Western Europe,Social support,% Change,1.0584307469069627
3130,Guatemala,Latin America and Caribbean,Social support,% Change,-0.44347131196335704
3131,Guinea,Sub-Saharan Africa,Social support,% Change,0.22374189681832377
3132,Haiti,Latin America and Caribbean,Social support,% Change,-8.975646975437481
3133,Honduras,Latin America and Caribbean,Social support,% Change,-1.2009376449575058
3134,Hong Kong S.A.R. of China,East Asia,Social support,% Change,-1.178421436894104
3135,Hungary,Central and Eastern Europe,Social support,% Change,2.284964983962497
3136,Iceland,Western Europe,Social support,% Change,0.854692113627639
3137,India,South Asia,Social support,% Change,1.8235474417141777
3138,Indonesia,Southeast Asia,Social support,% Change,0.3241187757950317
3139,Iran,Middle East and North Africa,Social support,% Change,2.2039061754264564
3140,Iraq,Middle East and North Africa,Social support,% Change,-0.22669257789268213
3141,Ireland,Western Europe,Social support,% Change,0.5220810120273488
3142,Israel,Middle East and North Africa,Social support,% Change,2.7834458785977514
3143,Italy,Western Europe,Social support,% Change,-1.1101032569981957
3144,Ivory Coast,Sub-Saharan Africa,Social support,% Change,-2.1349011455898523
3145,Jamaica,Latin America and Caribbean,Social support,% Change,-4.2264701467802865
3146,Japan,East Asia,Social support,% Change,0.05139121600961285
3147,Jordan,Middle East and North Africa,Social support,% Change,-4.3836088722636335
3148,Kazakhstan,Commonwealth of Independent States,Social support,% Change,1.8459694289103272
3149,Kenya,Sub-Saharan Africa,Social support,% Change,-2.085247921938361
3150,Kosovo,Central and Eastern Europe,Social support,% Change,0.03332242779230957
3151,Kuwait,Middle East and North Africa,Social support,% Change,-0.41055471198162863
3152,Kyrgyzstan,Commonwealth of Independent States,Social support,% Change,0.6505101077745107
3153,Laos,Southeast Asia,Social support,% Change,-1.2884323302312162
3154,Latvia,Central and Eastern Europe,Social support,% Change,0.9486572200016805
3155,Lebanon,Middle East and North Africa,Social support,% Change,2.870407289102033
3156,Lesotho,Sub-Saharan Africa,Social support,% Change,0.833354620018964
3157,Liberia,Sub-Saharan Africa,Social support,% Change,1.5113131186242121
3158,Libya,Middle East and North Africa,Social support,% Change,0.12798293398802724
3159,Lithuania,Central and Eastern Europe,Social support,% Change,0.9602443295789465
3160,Luxembourg,Western Europe,Social support,% Change,0.119944575715754
3161,Macedonia,Central and Eastern Europe,Social support,% Change,
3162,Madagascar,Sub-Saharan Africa,Social support,% Change,2.6645025687923254
3163,Malawi,Sub-Saharan Africa,Social support,% Change,-1.288089514078051
3164,Malaysia,Southeast Asia,Social support,% Change,0.06008185384989859
3165,Maldives,South Asia,Social support,% Change,-0.017622304730255958
3166,Mali,Sub-Saharan Africa,Social support,% Change,-1.0210926567034704
3167,Malta,Western Europe,Social support,% Change,0.06669213942599453
3168,Mauritania,Sub-Saharan Africa,Social support,% Change,0.5286634229384214
3169,Mauritius,Sub-Saharan Africa,Social support,% Change,-0.5885414290712127
3170,Mexico,Latin America and Caribbean,Social support,% Change,-0.9140028624478059
3171,Moldova,Commonwealth of Independent States,Social support,% Change,1.6229342685489139
3172,Mongolia,East Asia,Social support,% Change,-0.2286195557853505
3173,Montenegro,Central and Eastern Europe,Social support,% Change,0.31396493902058525
3174,Morocco,Middle East and North Africa,Social support,% Change,-5.505722413991513
3175,Mozambique,Sub-Saharan Africa,Social support,% Change,2.780313578095034
3176,Myanmar,Southeast Asia,Social support,% Change,-0.689313055867339
3177,Namibia,Sub-Saharan Africa,Social support,% Change,-3.410275228146236
3178,Nepal,South Asia,Social support,% Change,-1.465597018095371
3179,Netherlands,Western Europe,Social support,% Change,0.30465889691729264
3180,New Zealand,North America and ANZ,Social support,% Change,-0.11789586269064653
